age,educ,earnings,marry
30,4,415.38,1
27,3,750,1
23,3,625,0
48,2,961,1
24,2,1000,1
22,3,600,0
50,2,1023.4,1
34,4,499.20001,1
47,2,480,0
61,2,980,1
58,3,784.60999,1
48,2,750,1
22,2,2000,0
55,2,695.20001,1
50,3,1153.84,1
42,5,1634.61,1
29,3,800,1
30,3,220,0
76,3,790,1
24,4,1153,1
54,3,1538.46,0
50,2,550,0
34,3,825,0
31,4,2307.6899,0
38,4,1923,1
39,3,480.76001,0
48,3,1076.92,0
56,5,2076,1
21,3,150,0
48,4,1538.46,1
30,4,876.91998,1
48,2,720,1
66,3,901.20001,1
48,2,1615.38,1
52,3,576.91998,1
40,5,1423.0699,1
43,3,250,1
41,2,201.25,1
54,2,1684,0
41,4,1100,1
54,2,800,1
56,2,192,1
63,4,2653,1
53,5,287,1
44,3,1173.0699,0
27,2,769.22998,0
44,2,1100,1
22,2,400,0
50,5,2884.6101,1
38,5,2884.6101,1
39,3,1100,1
32,2,1360,1
34,2,1800,1
28,4,1288.46,1
41,3,1000,1
42,5,1192,1
47,4,1711.53,1
47,2,1250,0
77,5,1730.76,1
51,5,2115.3799,1
50,2,1250,1
65,1,200,1
36,1,750,1
56,4,2884,0
54,2,1538.46,1
53,5,2884.6101,1
41,3,1153.84,1
57,4,2884.6101,1
47,4,1923,1
48,2,1500,1
55,3,1288,1
35,3,800,1
67,1,288,1
22,2,520,0
55,5,760,1
41,3,840,0
50,2,520,0
60,3,769.22998,1
51,3,640,1
65,3,138.46001,0
22,4,304,0
21,2,510,0
27,3,1044.75,1
30,2,754.5,1
50,2,600,1
49,3,522.5,0
30,3,1000,1
22,2,480,0
64,1,825,0
63,2,462.79999,0
28,3,307,0
68,5,1173.0699,1
33,4,1750,0
43,2,360,1
52,5,2403.8401,0
26,4,1192.3,0
60,4,2884.6101,1
45,3,2115.3799,1
77,5,192.3,1
32,4,1250,1
29,2,1346.15,1
49,4,1923.0699,1
53,5,2538,1
64,5,144,1
48,2,1100,1
65,5,2307,1
44,2,1425,1
29,5,1288.46,1
51,4,2884.6101,1
51,3,1000,1
35,4,1022.72,1
32,4,692,1
62,5,2134.6101,0
68,2,923.07001,1
30,2,1250,1
53,4,2500,1
60,2,700,1
40,2,360,1
35,3,750,0
46,2,800,0
34,3,769,1
28,3,1600,0
53,2,820,0
39,4,1480.76,1
32,2,2884.6101,0
56,2,1120,1
58,5,2653,1
41,2,1153,1
24,3,825,0
61,3,500,1
47,2,1370,1
70,5,2461,1
54,4,2875,1
66,5,1923.0699,1
49,3,1187.5,0
71,5,2884.6101,1
50,3,1400,1
42,2,1350,0
25,3,440,0
29,1,576.91998,1
36,2,750,0
28,2,1100.3,1
45,2,1100,0
51,2,620,0
67,5,2884.6101,1
43,3,1730.76,0
66,1,540,1
56,5,1730,1
44,4,1115.38,0
57,4,2134,1
43,1,760,1
60,4,1199.35,1
80,3,192.3,1
39,1,1134.61,1
40,1,350,1
23,4,525,0
37,1,475,1
46,1,744,1
50,5,692,1
51,2,498.75,1
39,4,1538.46,1
52,4,1153.84,1
58,4,2307.6899,0
51,3,1057.6899,1
56,3,2076.9199,1
64,2,150,1
25,1,1200,1
66,5,900,1
48,1,540,0
57,2,341.88,0
53,1,380,1
68,3,480,1
41,1,300,0
48,3,617.20001,0
39,1,324,1
56,5,1500,1
23,2,425,0
37,2,1455,0
41,3,400,1
35,2,350,1
26,2,346.5,0
28,2,668,0
46,3,1026.9,0
30,2,1038,0
34,1,400,1
35,1,332.5,1
60,1,900,1
45,5,300,1
53,4,192.3,0
45,2,1533.2,1
27,3,240,0
31,5,2173.0701,0
28,5,1750,0
29,4,750,0
48,1,480,0
35,5,1300,1
36,5,2884.6101,0
32,1,300,1
52,2,1533.2,1
52,4,1300,1
34,3,961.53003,0
51,5,550,1
40,2,1346.15,1
47,5,2500,0
30,4,1923.05,0
31,1,576,0
58,1,100,0
23,2,2000,0
32,2,769,0
35,1,350,0
43,4,673.07001,0
37,3,2884.6101,0
33,5,1600,0
25,4,1500,0
25,4,1200,0
69,1,1500,0
30,4,1300,0
47,2,800,0
28,5,2115,1
58,5,880,1
38,1,430,0
42,3,1250,1
67,2,680,1
24,4,1076.92,0
45,2,440,0
35,2,2115,1
70,1,445.20001,1
37,4,2884.6101,1
22,4,400,0
50,2,600,0
32,3,770,1
21,3,200,0
47,2,2000,1
59,4,2403.8401,0
39,1,450,1
35,2,1800,1
59,5,2500,1
23,4,673.07001,0
33,3,307,0
26,4,807.69,0
68,3,692.29999,1
59,5,1903.84,1
45,5,2884.6101,0
45,2,680,0
34,4,1250,1
52,2,1057.6899,1
30,1,630,0
40,1,600,1
61,3,980.76001,0
26,3,125,0
59,5,2000,1
55,3,1200,1
22,3,200,0
24,3,550,0
50,4,2307.6899,1
45,4,2211,1
64,4,680,0
63,4,807,0
21,2,1346,0
64,2,653,1
40,2,1057.6,1
57,3,1442.3101,1
24,4,600,0
26,3,200,0
64,3,1050,1
26,4,600,0
50,2,923.07001,0
54,3,1961.53,1
25,1,300,0
34,4,567,0
76,2,350,1
50,3,480,1
34,3,800,0
59,2,540,1
51,2,1026.9,0
50,2,920,1
52,1,600,0
47,1,300,1
53,3,920,1
25,3,350,0
30,4,692.29999,1
30,3,320,1
60,4,800,1
33,4,650,0
46,4,1200,0
49,3,1346,1
68,4,1250,1
57,3,1136.25,1
42,1,404,0
42,1,404,0
50,4,300,0
51,2,1095.6,1
22,2,802,0
22,2,200,0
40,3,700,1
36,5,1596,1
65,1,615.38,1
30,2,720,0
24,2,1346,0
44,4,1596,1
54,3,923.07001,1
34,5,750,1
34,4,1923.0699,1
58,5,400,1
63,4,1289.2,0
34,3,1923,1
26,3,350,0
40,3,600,1
46,2,450,0
51,2,450,0
67,3,923,1
40,4,553.84003,1
32,1,440,1
28,1,680,1
49,4,692.29999,1
24,3,576.91998,1
51,2,865.38,1
59,3,1200,1
30,2,670,0
22,2,480,0
60,4,2500,1
36,1,180,1
42,3,1360,1
50,3,480,0
27,4,1000,0
23,3,975,0
53,3,2550,0
27,2,576.91998,0
61,3,1923.0699,1
28,2,1923.0699,0
59,2,700,0
54,1,800,0
50,3,138.46001,0
26,4,1700,1
68,2,1080,1
58,3,645,1
32,3,769.22998,1
21,3,225,0
40,1,2875,0
38,3,1000,1
37,4,1750,1
30,2,1120,0
53,5,1596,1
46,3,325,1
54,5,1400,0
21,2,330,0
26,2,553.84003,1
34,2,300,0
79,3,192,1
30,1,711,1
67,5,406.39999,1
38,3,1153.84,1
47,3,1038,1
43,3,1153,1
36,4,692.29999,1
59,2,750,0
47,5,1596,0
25,5,1057.6899,0
41,3,846,1
60,2,1200,1
36,5,900,1
22,3,282,0
21,3,360,0
48,3,1500,1
34,4,1230,1
22,3,250,0
33,3,611.59998,0
27,3,1826.92,0
51,3,1346,0
51,3,540,0
23,3,540,0
33,2,576,1
57,2,1230.76,1
31,5,760,0
57,4,1826.92,1
31,4,961.53003,0
35,4,1750,1
34,3,1307.6899,1
42,5,2115.3799,1
30,1,390,1
44,4,2307.6899,1
25,4,935,0
23,4,1700,0
33,4,500,0
23,3,288,0
46,2,740.38,0
42,4,576,0
55,4,1320,0
56,4,1307.6899,1
58,5,2884.6101,0
80,2,816,0
49,4,1384,0
57,1,1500,1
28,5,942.29999,1
61,1,1700,1
77,5,187.5,1
76,3,160,1
61,4,1576.92,1
51,2,1038,0
60,4,1320,0
58,4,2884.6101,1
54,4,2307.6899,1
42,4,807.69,1
56,2,1280,1
52,2,836,0
23,4,270,0
26,4,640,0
30,4,942,0
36,5,1923.0699,1
60,2,1280,1
39,2,1000,1
46,3,1230.76,1
29,2,1000,1
53,5,2884.6101,1
22,2,736,1
25,4,1346.15,1
61,4,1769,1
31,4,1153,0
57,2,1384.61,1
30,3,783.20001,0
58,2,538.46002,1
34,3,390,1
42,4,760,1
54,5,1538.46,1
64,4,2500,1
33,4,1600,0
50,3,916,0
23,4,865.38,0
25,2,120,1
32,4,800,1
42,1,259.20001,0
43,1,430,0
79,4,840,1
50,2,640,1
36,3,1038.46,1
40,3,680,0
55,4,2000,1
61,2,540,1
60,4,1923.0699,1
60,2,800,1
40,5,1826.92,1
49,5,1730.76,1
33,3,1346,0
58,2,1006,1
33,3,675,0
73,4,250,1
26,5,760,0
52,4,500,1
32,3,675,1
24,3,360,0
40,5,2884.6101,1
46,2,880,1
56,5,2000,1
38,3,1307,1
61,2,871,1
36,4,720,1
44,3,750,0
49,2,769.22998,1
54,2,1923,1
35,3,961,0
37,4,730.76001,1
59,3,1200,1
45,4,692,1
48,2,880,1
48,3,756.20001,0
26,3,787.5,1
41,1,800,0
29,2,231.25,0
32,2,2175,1
29,2,1075,0
45,4,550,1
45,1,600,1
22,3,380,0
57,3,1000,1
37,2,551.28003,1
41,5,246,1
22,2,360,0
46,4,2060,1
33,1,865,0
29,1,325,0
31,3,1500,1
35,4,875,0
47,3,1200,1
45,3,720,1
37,2,480,1
35,3,692.29999,1
30,2,1346,0
37,1,640,1
49,2,1240,0
41,1,798.5,1
45,3,650,1
44,3,640,0
36,1,450,1
28,2,640,0
27,2,478,0
29,2,453,0
29,2,440,0
37,3,615.38,1
28,4,330,1
29,4,764.79999,1
29,4,961.53003,0
36,3,557.69,1
24,3,611.59998,0
55,4,2500,1
50,4,2884.6101,1
33,2,384.60999,1
25,4,500,0
56,2,2884.6101,1
54,4,2211.53,1
34,3,1086,1
46,1,1615.38,1
41,5,1200,0
35,2,553.84003,0
31,3,756,0
55,4,865.38,1
32,4,600,1
27,3,980,0
33,2,840,0
22,3,350,0
21,3,210,0
22,3,225,0
23,4,300,0
36,4,2115.3799,1
72,5,230.75999,1
58,4,1115,1
64,2,1326.6,1
62,2,408,1
53,4,1826.92,1
27,2,288,0
49,2,1240,1
29,3,388.60001,0
60,3,1000,0
33,3,712.5,0
42,5,2884.6101,1
59,4,923,1
33,5,2211.53,0
62,5,613,1
25,4,500,0
44,1,404,1
33,3,988,0
34,4,1536,0
63,4,1307,1
63,5,1980.76,1
41,2,800,1
58,3,2115.3799,1
23,2,450,0
55,2,540,0
63,3,794.91998,1
55,5,1673,1
37,3,500,1
53,3,1538,1
61,3,2042.8,1
54,2,1800,0
55,4,1395,0
33,4,956.20001,0
57,3,1500,1
60,2,1153.84,0
59,5,1769,1
60,5,2884.6101,0
51,5,2884.6101,1
22,4,520,0
44,2,553,1
37,3,769.22998,0
53,3,800,1
22,3,940,0
41,5,1153,1
43,2,480.76001,0
27,1,680,0
22,2,212.5,0
31,2,980,0
31,3,1634.61,1
34,3,980,1
47,2,1098.03,1
35,4,2403,1
59,5,1115,1
37,3,1400,1
66,2,2884,1
59,4,616.79999,1
45,2,1520,0
52,4,2019.23,1
46,2,1200,1
49,3,1600,1
56,2,390.5,1
47,5,2403,0
60,5,576.91998,1
56,2,606,1
34,3,1057.6899,1
45,2,650,1
37,2,880,0
54,2,950,1
50,2,880,1
59,2,692,0
32,3,1368.46,1
34,2,1120,0
45,2,640,0
27,4,400,0
57,5,613.46002,0
51,2,436,0
44,5,1442.3,1
46,1,998.40002,1
36,1,300,0
38,5,961,1
69,2,250,1
67,3,600,1
67,2,360,1
40,3,1520,1
42,4,1100,1
53,2,1307,1
60,3,600,1
24,4,800,0
52,4,2307.6899,1
56,2,1200,1
61,2,408,1
37,3,720,0
74,4,1250,1
42,2,560,1
50,5,2500,0
63,3,769.22998,0
51,2,520,1
22,4,961,0
46,2,1000,0
42,5,2884.6101,1
48,4,2307,1
47,3,1057.6899,1
21,3,225,0
33,2,180,1
52,3,900,1
36,2,747,0
35,3,526,0
49,4,673.07001,0
61,4,923,1
52,1,863,1
48,3,807.69,1
38,2,520,0
29,2,1227,0
62,2,920,1
53,5,1000,1
24,2,982.75,0
61,3,277.5,0
65,1,2400,0
62,5,2884.6101,1
57,4,2884.6101,1
24,3,300,0
64,5,1634.61,1
64,5,2884.6101,1
59,3,620,1
64,5,1500,1
54,5,1846.15,0
66,5,202.5,1
40,1,1442.3,1
26,4,1600,0
66,4,1153.84,1
33,4,1826,1
53,4,2307.6899,1
59,3,192,1
39,3,576.91998,1
62,3,330,1
40,4,1750,1
59,5,836,1
60,1,270,0
48,5,1730.76,1
22,3,200,0
36,5,888.88,1
29,2,346.14999,1
53,3,1153,0
64,5,836.53003,1
28,3,720,0
54,5,2461.53,1
35,3,817.29999,1
51,3,1200,0
32,2,961.53003,0
25,2,400,1
42,1,300,0
45,2,290,0
51,2,289.79999,1
47,3,289.79999,1
62,3,200,1
31,2,2675,1
73,5,1136.36,1
46,3,570,0
25,3,575,1
33,3,887,1
22,2,420,0
46,2,1538.46,0
47,2,706.59998,0
53,2,900,1
34,1,760,1
38,2,658.79999,1
54,2,1160,1
46,1,100,0
30,4,740,1
27,4,640,0
54,5,1442.3,1
68,2,576.91998,0
50,4,480,0
47,1,480,1
52,2,1038,1
36,3,1200,0
38,3,692,1
30,4,1826,1
26,2,520,0
55,3,769,1
40,3,1038.46,1
59,3,1346.15,1
57,4,1365.38,0
33,3,1000,1
33,4,1122.5,0
45,3,650,0
61,4,2884.6101,1
49,2,1000,1
38,1,1000,1
79,4,315,1
51,4,1048,1
63,1,1153,1
53,3,700,1
66,2,472.5,1
55,3,840,1
52,2,1237.5,1
27,2,312,0
30,2,720,0
50,3,580,0
40,4,1865.38,1
40,4,1250,1
23,2,366,1
38,3,685,0
41,3,730.76001,0
47,2,650,1
40,5,1100,1
38,5,1015,1
52,5,1846.15,1
41,4,692.29999,1
39,5,2884.6101,1
58,3,1344,1
67,2,960,1
23,1,361,0
57,4,1538.46,1
63,3,769.22998,1
29,3,700,0
23,2,380,0
28,3,1103.04,0
35,3,1094.36,1
55,3,961,0
44,2,300,1
67,4,206.25,1
39,4,2884,0
61,2,450,1
37,5,2403.8401,1
38,4,851,1
49,3,700,1
27,2,700,0
26,2,566.79999,1
23,3,530,0
46,2,1000,1
22,3,605,0
61,2,1100,0
61,2,1000,0
72,2,346,1
62,2,560,1
40,2,580,1
29,4,640,0
58,4,937.5,1
27,3,1050,0
38,3,520,1
36,1,600,1
58,1,600,0
52,4,673,1
22,3,220,0
28,2,1153,0
42,3,945,1
42,2,750,1
51,5,2884.6101,1
21,3,270,0
47,1,520,1
28,2,380,0
23,4,1500,0
49,4,2884.6101,0
39,3,580,1
40,4,1300,1
51,4,2769,0
51,4,1250,0
53,4,769.22998,1
30,3,230.75999,0
29,4,640,1
55,4,1153.84,1
41,4,2884,1
64,3,1923.0699,1
38,4,2211,1
35,3,576.91998,1
27,2,690.40002,1
34,4,961.53003,0
54,4,1000,1
45,2,1160,1
21,2,880,0
38,5,1300,1
69,2,440,1
42,5,2211.53,1
34,1,680,0
21,1,600,0
76,3,100,1
22,3,192.5,0
46,5,1569,1
27,1,600,1
80,4,430.5,1
27,4,1730.76,1
23,1,520,0
35,3,540,0
35,3,1000,0
35,5,1346.15,1
43,3,1680,1
50,4,560,0
26,4,1115.38,0
40,3,870,1
49,2,750,1
26,2,580,1
53,2,1000,1
61,3,961,1
37,2,576,1
22,3,500,0
40,4,2500,1
29,2,500,0
22,2,360,0
32,3,1138.5,1
32,3,675,1
32,3,770.59998,0
29,3,500,0
35,3,658.79999,0
48,5,1730.76,1
21,3,350,0
52,3,1661.53,1
38,4,2115.3799,1
52,2,760,1
46,2,580,0
33,4,1250,0
47,4,2307.6899,1
54,3,2884,1
33,3,769.22998,1
55,4,1538,1
28,2,1100,1
48,2,1730.76,0
54,2,440,0
25,3,346,0
52,2,769.22998,0
27,3,1153.84,1
54,5,2500,1
25,4,576,0
43,1,863,0
29,3,1250,1
57,4,288,1
50,4,1250,1
41,4,1346.15,1
55,2,2884.6101,1
60,2,520,0
42,3,700,1
45,4,1538,0
36,2,960,1
24,2,2071.0801,0
38,3,1846.15,1
58,5,2884,1
30,5,600,1
36,3,440,1
43,1,680,0
60,3,1346,1
46,4,2769.23,1
55,1,320,1
49,3,1250,1
24,4,175,0
50,4,2884.6101,0
44,3,961.53003,1
35,1,600,1
26,2,520,0
24,3,673.07001,0
34,3,1539,1
60,5,2884.6101,1
26,2,320,1
59,1,565,1
70,1,360,0
37,1,520,1
52,2,2720,1
65,3,1500,1
38,5,769,1
49,2,1200,1
24,4,769,0
35,1,880,1
61,2,200,0
33,4,1269.3,1
29,1,600,1
39,5,969.22998,1
25,3,900,0
43,3,961.53003,1
37,1,2750,1
48,4,2500,1
56,3,840,1
33,2,850,0
35,2,300,0
38,4,1615.38,0
28,4,800,0
58,3,800,1
40,3,1400,1
46,2,807,1
50,2,1048.4,1
38,4,2884.6101,1
31,5,700,1
45,3,442.29999,1
36,1,720,0
48,2,1050,1
43,3,100,1
34,3,320,1
66,2,237.5,1
58,5,894,1
47,4,1250,1
52,4,1192.3,1
36,2,673.07001,0
26,2,720,1
33,4,692,1
23,3,625.20001,1
42,3,788.46002,1
37,4,2884.6101,1
47,2,700,1
55,2,700,1
40,4,500,1
37,4,2884.6101,1
43,4,1384.61,1
37,4,1807,1
40,4,2307.6899,1
51,3,449,1
24,4,340,1
61,2,673.07001,1
59,4,1730,1
33,3,747.34003,0
65,3,1038,0
52,1,520,1
21,2,625.20001,0
33,2,330,1
58,2,673,1
50,1,863,1
35,5,1615,1
48,4,1384,1
47,4,1384,1
45,2,1250,1
25,2,692,0
36,4,1442.3,1
35,3,400,1
49,3,1576.92,1
45,3,800,1
28,2,900,1
43,1,800,0
65,5,1657.89,1
70,3,1384,0
59,2,560,1
24,3,480,0
27,3,264,0
21,2,120,0
38,3,400,1
26,3,420,1
56,2,961.53003,1
61,1,700,1
60,3,800,1
68,2,800,1
30,5,1520,1
57,2,1350,1
50,3,480,0
45,5,1400,0
27,3,369.23001,1
53,4,1730,1
28,3,230,0
45,3,1150,1
57,2,825,0
46,3,2038.46,1
22,3,700.14001,0
22,3,720,0
35,3,880,0
39,4,1200,1
29,2,500,0
35,2,700,1
66,3,680,1
33,3,800,1
75,2,150,1
51,4,2403.8401,1
30,3,660,0
64,4,1000,0
57,3,700,0
54,1,1080,1
61,2,500,1
72,2,800,0
38,5,1557.6899,1
57,2,640,1
26,3,195,0
40,2,1000,0
49,2,950,0
46,3,449,1
56,5,2884.6101,1
51,2,1212,1
68,3,127.5,1
27,3,900,0
38,5,1384,1
26,2,384,0
45,4,2884.6101,0
45,5,2125,1
47,3,769.22998,1
55,3,320,0
53,4,2884.6101,1
63,5,1500,0
57,2,1000,1
37,5,2307.6899,1
47,2,865.38,1
34,5,1692.3,1
37,5,2884.6101,1
29,2,400,1
35,3,400,0
35,5,1096.15,1
54,5,2019,1
48,5,2788.46,1
43,5,560,1
47,4,2269.23,0
54,5,2884.6101,1
29,4,1586.53,0
37,3,500,0
41,3,400,1
50,5,2884.6101,1
67,5,1538,1
48,2,1076,0
44,5,2884.6101,0
52,4,2269,1
32,3,1346.15,0
31,4,1346.15,0
29,4,1057,0
34,2,769.22998,1
55,2,512.5,1
29,2,820.59998,0
38,5,1292.3,1
41,4,2750,1
23,3,720,0
34,5,2884.6101,1
51,2,600,0
29,1,420,0
46,4,1200,1
61,2,1536.92,1
43,5,1512,1
57,3,1298.0699,1
33,2,500,0
44,4,1634.61,0
38,1,880,0
36,1,880,0
49,2,2520,1
31,2,400,0
33,1,528,1
32,1,528,0
60,5,2274.6499,1
36,3,1753.84,1
33,2,2307,0
36,3,449,0
24,4,673,0
30,4,640,0
38,3,1250,1
25,1,1060,0
43,3,1562.5,1
33,3,1200,1
43,4,2403.8401,1
58,4,769.22998,1
46,2,880,1
72,1,275,0
33,4,1086,1
45,5,1211.53,1
48,5,1400,1
30,3,865.38,0
52,4,1230.76,0
42,4,2884.6101,1
36,4,2884.6101,1
21,2,600,0
55,4,2423.0701,1
44,4,2000,1
21,3,200,0
49,4,2884.6101,1
33,4,1346.15,0
28,2,728.08002,0
37,1,426,1
35,4,2307.46,1
42,2,2884,1
28,2,1280,0
41,1,750,0
58,3,1384.61,1
43,2,500,1
65,4,2500,1
23,3,160,0
41,4,475,0
40,2,300,0
33,3,1538.46,1
53,1,520,0
51,1,961.53003,1
60,2,440,1
51,5,788.46002,0
42,4,1750,1
68,4,315,0
21,2,455,0
30,3,1000,1
71,2,168,1
51,2,750,0
25,2,1153,0
41,3,800,0
38,5,1826.92,1
64,4,300,0
70,4,250,0
33,2,678,1
36,4,2211,0
58,3,1600,1
70,5,1730,1
39,4,350,1
38,2,461,1
32,3,580,1
25,2,1153,1
22,2,480.76001,0
58,5,1153,1
25,2,576,0
54,3,800,1
43,3,2520,1
44,2,380,1
33,3,1133.4,1
40,4,928,0
22,3,380,0
60,2,807.69,1
23,3,1200,0
53,4,2307.46,1
66,3,1538.46,1
59,4,2884.6101,1
26,5,1586,0
30,5,1826,0
38,2,840,1
57,5,1923.0699,1
25,4,615.38,0
55,3,376.35001,1
67,2,350,0
37,4,803,1
65,2,1000,1
32,1,1346.15,0
40,5,1538.46,1
37,3,480,1
43,4,1384,1
64,3,660,1
21,2,110,0
31,2,400,1
47,5,551.91998,1
62,3,1769,1
50,5,1769.23,1
54,5,1826,1
63,4,865.38,0
44,2,740,0
26,4,961.53003,1
23,4,442.29999,0
62,4,2557,1
27,4,880,0
26,2,1346.15,0
50,2,800,0
37,3,580,0
50,4,440,1
25,4,580,0
48,3,880,1
36,4,1826.92,0
44,3,600,1
32,3,1800,0
58,3,1442.3,1
34,3,874.09998,0
51,2,1153.84,0
62,2,215,1
35,5,1269.23,0
27,2,400,0
77,4,396,1
53,5,1255.61,0
29,1,770,1
58,2,1557,0
57,3,1200,1
62,4,250,1
36,3,1634.61,1
52,3,1320,1
55,4,486,1
39,5,769.22998,1
47,3,800,1
33,3,962.5,1
57,5,252,1
25,4,942.29999,0
48,4,1634.61,0
35,2,840,1
33,2,765.20001,0
57,3,1140,1
41,5,1142.85,0
36,3,841.5,1
43,5,1211.53,1
22,4,300,0
41,3,380,1
35,2,841.5,1
50,3,808.5,1
41,3,769.22998,0
22,1,250,0
56,2,1826.92,1
40,3,865.38,0
58,2,1920,1
55,4,1807.6899,1
49,5,831.20001,1
45,2,750,1
24,3,600,0
35,5,961,1
51,5,1153.84,1
52,2,2884.6101,1
46,4,1923,1
29,5,1153.84,1
58,3,700,1
45,3,560,1
46,2,880,1
47,3,880,0
59,3,1000,1
62,3,734.79999,1
38,2,744,1
37,5,961.53003,1
55,4,520,1
46,3,1200,1
52,2,880,1
62,5,2557,1
60,3,1423,1
26,2,884.60999,1
58,2,144,1
48,3,576.91998,0
31,3,800,1
24,3,520,0
32,2,680,1
64,4,1707.6899,1
43,4,920,1
26,4,1153.84,0
60,2,1462.95,1
53,3,436,0
52,2,1043,1
44,2,560,1
30,5,765,1
32,2,2475,0
28,3,620,0
50,4,744,1
42,2,1000,0
64,4,643,1
49,2,945,1
44,3,1317,0
60,2,1567.5,1
30,4,1586,0
56,2,500.39999,1
52,2,1634,1
25,3,576,0
43,3,1096,1
60,2,1000,0
46,4,1730,1
56,2,826.91998,1
32,4,2500,1
74,3,730,1
56,4,2019.23,1
23,2,520,0
50,2,727.20001,0
49,2,1730.76,0
56,3,600,1
74,5,1538,0
42,2,360,0
26,1,598,0
35,3,575,1
24,2,380,0
45,4,2884.6101,0
46,2,685,0
32,2,800,1
51,4,1826,1
47,1,2884.6101,1
61,3,1846,1
29,3,290,0
55,3,807,1
39,4,1826,1
41,1,320,1
40,3,961.53003,1
61,2,800,1
30,3,482.5,1
36,4,720,1
51,2,680,1
25,2,500,1
23,4,600,1
45,4,2423,1
67,2,2000,1
48,3,360,0
52,3,1045,0
27,4,600,1
50,3,1730.76,1
48,3,560,1
46,3,1107.6899,1
45,5,2615.3799,1
45,4,2846.1499,1
53,2,1040,1
24,2,1000,0
44,5,2884.6101,1
40,2,1040,0
25,4,1384.61,1
25,1,560,0
34,1,923.07001,0
43,2,380,0
23,1,300,0
60,4,1500,1
55,2,630,0
46,3,1764.8,1
43,2,250,1
27,3,1153.84,1
47,4,1923.0699,1
62,2,491.51999,1
24,1,400,0
66,4,810,1
28,5,381.60001,0
35,2,2884.6101,1
45,3,1403.84,1
25,3,961,0
33,2,150,1
47,5,1923,1
31,2,414.39999,1
43,1,460,0
41,3,500,1
50,1,460,0
41,1,400,1
61,1,322,0
52,3,961.53003,1
50,2,600,1
21,3,282,0
31,2,420,0
36,2,769,0
54,3,1923.0699,0
40,4,1300,1
53,1,350,1
45,2,475,1
52,2,520,1
33,5,2500,1
45,3,920,1
25,3,769.22998,0
25,3,576.91998,0
42,5,961,0
40,3,1160,1
50,1,800,1
22,2,420,0
41,4,2884.6101,1
43,3,1080,1
33,4,1346.15,1
41,1,600,1
62,1,1057.6899,1
60,1,100,1
50,4,1788.46,1
36,3,694,0
35,3,1115.38,1
57,2,560,0
29,2,480,0
40,2,1200,1
40,2,807,1
24,3,828,0
63,3,1538.46,1
46,5,2307.6899,1
34,2,412,1
38,5,1346,1
52,1,700,0
53,3,692.29999,0
27,3,350,0
47,2,1000,1
29,4,525,0
38,5,1384.61,1
47,4,2750,1
27,3,225,0
34,3,769.22998,0
29,2,656,1
28,5,961.53003,1
57,4,1500,1
22,3,100,0
50,3,280,0
27,5,2884.6101,1
55,3,759,0
34,5,2884.6101,1
56,2,591.59998,0
50,3,900,0
46,2,692,0
37,4,1500,1
51,2,840,1
52,2,616.15002,0
50,2,576.91998,1
37,4,2884.6101,1
39,4,605.76001,0
65,4,1442.3,0
38,2,500,1
55,4,1846.15,1
37,1,600,1
51,4,846.15002,1
43,2,1720,0
48,3,1180.5,1
70,3,640,1
43,2,1200,1
32,2,769,1
53,2,650,1
63,1,700,1
41,2,680,0
65,1,500,1
41,3,468,0
49,2,360,1
53,2,1153.84,1
46,2,800,1
51,3,2076,0
69,3,115.38,1
32,3,162,0
36,3,769.22998,0
29,5,2884.6101,0
25,4,1942,0
26,4,1250,0
35,5,2211.53,0
56,4,1730,0
31,3,545.75,1
71,2,1052,0
51,2,360,1
24,3,432,0
25,3,464,1
23,3,300,1
26,1,618,0
59,3,541.44,1
26,3,300,0
67,5,2884.6101,0
60,4,2664,1
54,1,610,1
31,1,1000,1
51,1,720,0
53,3,400,0
47,1,900,0
53,2,1807.6899,1
55,5,1846,0
44,3,1150,0
48,4,1923.0699,0
27,2,700,1
30,1,1640,1
35,2,2884.6101,1
37,4,1538.46,1
39,1,288,1
29,3,1730,0
51,4,2187.5,0
22,2,520,0
26,2,480,1
37,1,440,1
27,1,540,1
29,4,900,1
69,5,230,1
55,4,680,0
23,2,720,0
34,5,2192.3,0
58,5,2884.6101,1
44,4,2884.6101,1
39,4,2700,1
33,4,830.76001,1
60,5,1730,1
43,3,961.53003,0
28,4,2596.1499,1
39,3,1000,0
24,4,2884.6101,0
55,1,400,1
33,4,1270,0
33,4,692,1
62,3,800,1
45,3,1702,1
56,4,1865.38,0
51,2,1000,1
67,5,384.60999,1
52,3,2884.6101,0
50,2,1500,1
54,4,2884.6101,0
59,4,1950,0
32,1,276.92001,1
46,1,460,1
24,4,923.07001,0
24,4,923.07001,0
69,2,920,0
47,1,900,1
30,5,2884.6101,0
39,4,1495.25,1
34,2,2520,0
53,2,272,0
26,4,961.38,0
56,2,800,1
59,3,800,1
55,4,200,1
69,1,441.20001,1
35,4,692.29999,1
48,4,1057,0
63,2,530,1
67,2,800,0
35,1,520,0
33,2,600,1
61,1,420,1
31,4,961.53003,1
53,3,1182.4399,1
37,2,1000,1
65,2,903.84003,1
44,5,1057,1
54,2,920,1
21,2,350,0
24,2,720,1
23,3,576.91998,0
26,3,615.38,0
43,3,920,1
52,3,1538.46,0
21,2,400,0
54,2,1153,1
56,2,1372,1
42,3,1923.0699,1
36,3,673,0
56,3,1923,1
43,2,1282,1
49,1,700,1
23,3,520,0
26,2,673.07001,0
