age,educ,earnings,marry
26,3,350,0
22,4,663,1
48,5,1250,1
53,5,1538,1
38,3,1923,1
44,3,640,1
49,2,1400,1
54,4,1740.77,0
22,2,423.07001,1
42,3,710,1
47,1,600,1
24,1,420,0
42,4,587.5,1
30,3,1420,1
32,2,1345.6,1
24,1,384.60999,0
67,2,1381.4,1
64,3,126.92,1
31,3,2640,1
43,2,800,1
58,3,769,1
48,1,420,0
58,2,1017.5,1
57,2,640,1
22,3,290,0
40,2,1442.3,0
67,2,1100,1
29,3,1019.23,1
29,3,1250,0
48,5,1800,1
59,3,480,0
48,3,431.60001,1
50,1,400,1
42,3,1050,1
56,2,560,1
42,3,1346,1
43,4,1437.5,1
25,1,338,0
59,5,1057.6899,1
46,4,1105.76,1
41,3,288.45999,1
45,2,608,0
73,3,1569,1
49,2,500,1
63,2,2500,1
55,2,1320,1
38,4,2884.6101,1
62,2,628,0
55,2,500,0
30,3,420,0
63,4,1400,0
40,4,2500,1
44,3,1346,1
63,2,1192,1
36,3,1425,1
39,2,1885.71,0
53,2,640,1
42,3,1240,1
57,4,2884.6101,1
63,2,1923,0
60,2,1560,1
64,3,1153,0
64,4,1815,1
55,3,980,1
31,2,680,1
47,1,357.5,1
31,1,446,1
40,3,1365.38,0
39,1,400,1
25,1,400,0
70,3,1569,1
47,2,360,1
35,1,520,1
26,2,520,0
39,1,640,0
42,4,846.15002,0
31,4,961.53003,1
32,3,961,0
40,2,1043.6,0
36,4,2884.6101,0
46,4,2884.6101,1
55,4,2884.6101,1
30,1,400,0
36,4,1500,1
38,2,380,0
51,4,1442,0
38,5,1115.38,1
26,4,2500,1
33,3,1153,0
35,3,2307.6899,1
40,4,1442.3,1
58,1,800,1
25,2,725,0
30,4,900,1
25,2,760,1
21,3,340,0
33,3,400,0
33,4,961.53003,1
52,3,2307.6899,1
23,3,640,0
31,2,680,0
35,4,1865.38,1
47,2,2884.6101,1
21,3,495,0
26,2,440,1
34,3,961.53003,1
55,3,500,0
32,5,1500,1
33,3,1692,1
41,3,923,0
38,1,370,0
55,2,840,1
27,1,320,0
22,1,450,0
56,3,618,0
52,2,1000,1
44,1,673.07001,1
27,3,865.38,0
46,4,673.07001,0
34,2,1250,0
52,3,920,1
36,3,1153,0
21,3,460,0
48,4,1015.38,1
55,2,500,1
35,2,720,1
59,2,958,0
52,4,1442,1
30,2,769.22998,0
27,4,1153,1
39,2,1200,1
48,2,222,1
46,2,1200,1
49,3,688,1
45,1,300,1
36,3,415.38,1
55,2,1038.46,0
59,2,253.84,1
26,2,440,1
31,4,600,1
55,4,438,1
52,2,273.07001,1
54,5,800,1
41,3,1750,1
31,1,320,0
63,5,2307,1
45,2,720,1
47,3,1015.38,1
62,2,480.76001,1
35,2,1105,0
27,2,950.79999,0
30,5,1500,1
39,2,1000,1
33,3,1130,1
36,3,400,1
48,4,2115.3799,1
29,3,600,0
33,3,1000,1
31,5,1250,1
22,2,250,0
24,4,750,0
31,4,1057,0
31,2,1183.9,0
34,3,1124.5,0
53,5,2884.6101,0
39,1,500,0
33,3,484.60999,1
25,2,290,0
49,2,1200,1
57,4,560,1
40,1,300,0
31,5,961.53003,1
29,3,800,1
32,4,2884.6101,0
50,4,1147.61,1
28,2,540,0
42,2,1250,1
23,3,175,0
42,3,1346.15,1
57,3,750,0
55,2,1849,1
33,1,360,0
47,4,2768,1
37,4,2307.6899,0
55,4,2692.3,1
55,3,160,0
53,3,760,0
48,4,2115.3799,0
53,4,2788.46,1
44,5,769.22998,1
32,2,825,1
45,2,1272.8,1
43,1,800,1
55,4,2500,1
37,4,1346,1
28,4,1100,0
69,5,2884.6101,1
28,5,1442.3,1
47,5,2884.6101,1
50,4,750,0
48,3,1576.92,0
34,3,315,1
49,4,2625,1
36,2,1000,1
35,2,2884.6101,0
52,4,1416,1
32,3,500,0
38,1,520,0
46,3,1400,1
50,3,1200,1
39,4,1153.84,0
39,2,170,1
21,3,240,0
57,1,480,1
45,4,1200,0
50,1,250,0
31,4,384.60999,0
51,1,560,1
34,4,235.38,0
44,2,720,1
54,3,1538,1
35,1,646,0
53,2,672.79999,1
30,2,768,0
46,1,415.38,1
22,3,350,0
30,2,552.79999,0
67,3,1569,1
53,4,807.69,1
30,3,500,0
44,1,384.60999,1
54,4,2884.6101,1
39,1,1000,1
59,5,2400,0
30,4,750,0
39,5,2884.6101,1
31,2,550,1
58,3,1153.84,0
42,3,1346.15,0
35,1,300,1
40,5,1384.61,1
60,3,253,1
33,2,500,1
58,3,500,0
65,5,240,0
41,3,1846.15,0
43,3,1038.46,1
51,4,2625,0
25,1,670,1
54,2,680,1
62,4,375,0
69,1,180,1
21,1,440,0
26,1,360,0
57,1,420,0
58,2,375,1
50,4,1923.0699,1
32,4,865.38,0
28,4,346,0
32,5,1923.0699,0
45,5,440,1
59,1,230.75999,1
58,1,400,1
23,2,430,0
47,3,480,0
41,5,1653.84,1
46,3,1826.92,0
60,3,1600,0
61,3,720,0
23,1,315,0
62,5,1600,0
29,1,468,0
45,3,1017.5,1
21,3,1100,0
24,3,400,0
50,4,2625,0
50,2,305.25,0
33,1,360,0
51,3,1330,1
23,2,1100,0
36,4,1538.46,1
30,2,400,0
41,5,2692.3,1
38,1,961.53003,1
49,5,1770,0
55,3,1650,1
37,2,837.5,1
46,2,1846.15,1
31,3,865.38,0
42,2,180,0
38,2,570,1
76,5,800,1
51,4,1346.15,0
64,4,2884.6101,1
25,4,270,0
26,4,420,0
23,3,185,0
62,4,1255.2,0
43,1,750,1
50,3,725,1
42,3,1200,1
47,1,360,1
58,3,688,0
33,2,440,1
61,1,615.38,1
35,4,2884.6101,0
41,1,315,0
55,1,1111.11,1
27,1,384.60999,0
22,3,369.23001,0
56,2,923,1
35,2,1017.5,0
42,2,1557.6899,1
33,4,2750,0
58,3,1760,1
55,4,2884.6101,1
30,4,2884.6101,1
29,3,100,0
56,3,753.75,1
60,1,1271,1
22,3,470,0
53,1,360,1
29,2,400,0
50,3,576.91998,0
54,1,1200,1
24,2,300,0
52,3,570,1
52,5,2884.6101,1
38,2,1515,0
32,3,1442.3,1
31,4,826.91998,0
40,3,400,1
55,2,2055,1
46,5,2884.6101,1
59,1,800,1
60,3,900,1
56,2,640,1
45,3,900,1
26,2,1000,0
55,3,267.20001,0
28,2,1442,0
44,2,600,1
69,5,1280,1
57,4,1760,1
59,3,2884.6101,1
43,2,1320,0
64,3,2403.8401,1
32,2,850,1
32,4,900,0
34,4,2700,1
45,4,904,1
58,3,769,1
31,4,875.5,1
53,5,2768,1
45,1,500,1
35,4,360,0
49,5,2884.6101,0
41,4,2115.3799,0
58,3,1807.6899,1
46,3,558.40002,1
53,2,450,1
25,2,450,0
40,2,333.32999,0
55,2,500,1
29,2,850.79999,0
58,3,1500,1
30,4,2884.6101,1
64,3,1616,1
55,3,1269.23,1
42,1,461.53,1
23,4,279,0
40,2,410,1
50,4,507.69,1
44,2,760,1
30,3,375,0
52,3,1684.61,0
33,3,350,1
62,2,1000,0
26,5,1250,1
46,3,2884.6101,1
29,4,1270,0
29,4,1420,0
55,3,840,0
38,5,2884.6101,0
24,4,961.53003,0
23,4,1000,0
28,4,450,0
44,4,1153.84,0
29,3,865,0
33,2,600,0
44,4,2884.6101,1
59,4,1807.6899,1
31,2,135,0
29,2,250,1
33,5,2884.6101,0
67,4,369,1
45,4,1923.0699,1
46,2,1000,1
58,4,2884.6101,1
43,5,1826.92,1
31,5,850,1
34,4,846.15002,0
50,3,400,1
32,3,576.91998,1
41,4,961.53003,0
45,1,336,0
54,1,400,0
40,5,2884.6101,0
34,4,961.53003,1
70,3,325,0
64,2,500,1
57,5,1807,1
48,2,538.46002,0
45,2,1153.84,1
29,5,1923,1
65,4,1057.6899,1
64,5,2884.6101,1
63,2,354.23999,1
52,3,1153.84,0
69,3,125,0
45,4,2307.6899,1
46,4,1442,1
42,4,2884.6101,1
45,5,2884.6101,1
60,3,1616,0
39,2,1150,1
54,4,2625,1
49,5,2884.6101,1
24,4,520,0
69,3,395,1
56,4,220,1
43,5,2884.6101,1
51,5,2884.6101,1
48,2,1153,1
50,4,2160,0
36,5,2884,1
55,3,1923.0699,1
58,4,896,1
55,3,2407,0
40,4,961.53003,1
27,3,121.44,1
63,3,1440,1
35,4,680,1
42,1,480,1
44,5,1307.6899,1
51,4,2000,1
38,5,673,1
30,5,2500,1
26,3,760,0
44,3,2307.6899,1
66,5,198,1
36,3,1684,0
54,3,626.91998,1
23,1,508.5,1
36,4,1538,1
45,5,865.38,1
32,1,500,0
27,3,2300,0
28,4,1346.15,1
43,4,2115,1
54,2,314,1
21,2,700,0
43,1,480,1
53,5,673.07001,0
50,3,1200,1
52,4,1600,0
37,5,888.46002,1
57,3,2884.6101,1
31,3,218.75,0
42,4,1100,1
40,4,1550,0
23,2,538.46002,0
29,2,1315.6,0
71,4,760,0
32,4,2884.6101,1
30,5,1432.6899,0
35,5,1096.15,0
37,1,480,1
38,1,560,0
53,4,2884.6101,0
37,4,1500,0
34,5,700,1
27,4,1923.0699,0
43,4,1634.61,1
63,5,2615.3799,1
31,5,2307.6899,1
25,4,1942,0
27,4,1942,0
36,5,2692.3,1
42,1,600,1
31,1,650,0
21,2,538,0
45,5,2884.6101,1
28,4,1634.61,1
40,5,2192.3,0
24,4,901,0
58,5,650.40002,1
52,4,807.69,0
41,4,882,0
28,4,865.38,0
28,5,1653.84,0
27,2,881,1
30,5,961.53003,1
27,4,1500,0
27,5,711.53003,0
39,5,2884.6101,0
32,5,1322.11,0
35,5,1846.15,0
54,4,2884.6101,1
25,4,900,0
28,5,1250,1
33,5,2884.6101,1
31,4,1634.61,0
48,5,1403.84,1
40,5,2884.6101,1
30,5,1250,0
36,5,1423.0699,1
30,5,1173.0699,0
47,3,600,0
47,5,1923,1
41,3,740,0
60,4,2884.6101,1
59,2,1899,1
37,1,240,1
55,4,1022.72,0
40,2,1200,1
80,2,720,0
30,2,2884.6101,0
25,2,865,0
30,2,332.5,0
27,3,300,1
43,5,1057.6899,1
50,4,560,1
62,4,1923.0699,1
38,4,1807.6899,1
21,2,460,0
53,3,920,0
43,3,865,1
55,2,480,0
42,4,1057.6899,1
28,4,576,1
53,5,1346.15,1
44,4,660.79999,0
27,4,1500,1
27,1,420,1
42,2,807,1
37,4,1653.84,1
46,2,550,1
47,5,384.60999,1
54,5,2884.6101,1
44,4,1500,1
43,3,2884.6101,1
47,1,653.84003,0
33,4,807.69,1
45,5,1211,1
63,4,1300,1
36,4,420,1
31,3,520,0
39,2,1200,1
59,5,480.76001,1
28,3,1057.6899,1
50,2,1600,1
64,3,618,1
29,4,576.91998,0
54,4,903.84003,1
23,4,646,0
69,3,1346.15,1
55,4,1022,0
42,3,576.91998,0
56,5,950,1
25,3,1153,0
57,3,1673,0
34,3,194.39999,1
50,3,880,1
40,5,900,1
62,2,276.92001,1
53,3,660,1
35,2,620,1
29,5,271.25,0
51,5,2884.6101,1
28,4,865,1
69,2,180,1
50,5,1923,1
56,3,692,1
33,1,370,0
30,1,380,0
55,2,769,1
21,4,697.40002,0
37,2,865,1
56,2,923.07001,1
29,1,750,0
45,5,1653.84,1
53,3,576.91998,1
34,2,480.76001,0
35,2,480.76001,0
39,3,990,1
40,4,769.22998,1
52,4,1153.84,0
26,4,846.15002,1
67,2,620,0
52,2,400,1
31,5,2884.6101,1
33,4,2884.6101,1
28,3,720,0
58,5,2884.6101,1
34,3,1950,1
69,3,425,1
40,3,2538.46,1
39,3,865.38,0
48,5,1211.53,1
47,4,1311.12,0
28,3,360,1
50,5,1096.15,1
25,2,538.46002,1
40,3,1443.84,1
40,2,250,1
40,3,1923.0699,1
52,3,1100,1
22,1,184.5,1
40,4,2884.6101,1
27,3,1269.23,0
21,3,769.22998,0
27,2,961.53003,0
50,3,2884.6101,1
24,4,961.53003,0
27,4,1538.46,0
34,3,1153.84,1
65,4,2884.6101,1
34,2,720,0
50,2,1480.76,0
50,4,2403.8401,1
43,2,795.59998,0
54,2,346,1
28,3,1019.23,1
31,3,576.91998,1
21,3,615.38,0
49,2,769.22998,0
43,4,1057.6899,1
35,4,673.07001,1
33,3,1057.6899,1
42,5,1442.3,1
53,2,680,1
33,1,360,0
58,2,185,1
39,1,320,0
43,2,470,1
44,1,340,0
41,3,1250,1
68,4,155,0
34,4,621,0
33,3,1042.5,1
45,5,1634.61,1
27,2,384.60999,0
40,4,300,1
26,3,300,0
43,3,900,1
28,4,1576.92,1
48,2,769.22998,1
50,5,1923.0699,0
63,2,1750,1
38,5,1538,1
41,3,1307.6899,1
40,3,1250,1
49,3,470,1
43,4,260,0
37,5,1538.46,0
33,4,640,0
34,4,600,0
34,5,2884.6101,1
40,3,440,0
49,2,440,0
60,4,900,1
61,2,240.38,1
66,5,2307,1
25,2,450,0
45,4,1500,1
54,2,750,1
72,3,519.22998,0
35,2,1000,0
48,4,865,0
31,2,700,0
54,4,1211,1
27,4,1153.84,0
57,5,1500,0
30,4,860,0
32,4,994,0
26,3,1000,1
30,5,807.69,1
44,5,980.76001,1
51,2,576,1
51,1,416,0
41,2,1826,1
47,4,2307.6899,1
42,5,2884.6101,1
30,3,721.15002,0
64,5,1254,1
43,4,1538.46,1
57,3,2884.6101,1
47,3,2307.6899,1
43,3,576.91998,1
56,4,865.38,1
32,3,680,0
33,5,2115.3799,1
39,1,340,1
40,2,600,1
27,4,990,1
37,4,1500,1
37,3,837.5,1
22,2,1192.3,0
53,3,520,1
24,2,280,0
32,3,1001.52,1
62,2,1198.0699,1
43,4,1153,1
48,2,972,1
30,2,1400,1
39,1,193.75,0
35,5,1921.15,1
28,3,680,1
36,2,769.22998,1
58,2,769,0
59,4,1153,1
60,3,778.59998,0
51,5,769.22998,1
40,5,1096.15,1
60,5,1442.3,1
47,5,2884.6101,0
50,1,680,1
23,4,1250,0
28,4,692.29999,0
41,4,640,1
29,4,576.91998,0
62,3,923,1
49,5,807,1
31,3,721,1
62,3,1000,1
51,5,1923,0
53,4,890,1
30,1,520,1
31,5,1057.6899,1
58,4,1250,1
54,1,288.45999,0
29,4,576.91998,1
30,3,392,0
29,2,265,0
46,2,400,1
27,3,884,1
52,2,1100,0
43,4,1442.3,1
46,1,1538.46,1
49,4,880,1
43,2,520,1
52,2,961.53003,1
59,4,1153,1
78,3,295,1
31,2,760,0
39,2,636.47998,1
48,3,1500,1
31,2,315,0
28,3,600,0
26,3,600,1
60,3,192.3,0
35,2,346.14999,0
33,4,961.53003,0
58,3,769,1
72,2,180,0
35,3,500,1
51,3,1923.0699,1
47,1,380,1
25,4,1061,0
34,1,480,1
38,2,480,0
59,2,1182.75,0
44,4,1711.53,1
62,1,520,1
38,3,1351,1
57,2,1538.46,1
34,2,975,1
48,2,1272,1
52,3,923,0
53,2,1000,1
80,4,1134,1
45,3,1925,1
59,3,1000,1
56,1,1400,1
45,5,1538,0
47,1,225,0
22,1,150,0
25,1,300,0
40,4,1538,1
61,4,1923,1
45,3,600,1
56,4,2115.3799,1
43,3,692.29999,1
21,3,120,0
43,4,807.69,0
62,4,2884.6101,1
40,2,420,0
77,4,160,1
40,1,350,1
56,3,519.22998,1
36,5,1634.61,1
30,3,900,1
47,3,590,1
45,5,2000,1
32,2,1346.15,1
41,2,1538.46,1
29,2,1276,0
49,2,650,1
46,1,660,1
45,4,1025,1
21,1,108.75,0
36,3,1330,0
34,2,1124,1
30,3,588.75,0
41,1,1395,1
35,3,807,0
40,4,1250,1
47,1,440,1
54,2,989,0
24,2,380,0
43,3,576.91998,0
40,4,1307.6899,1
50,4,1057.6899,1
25,2,650,0
46,3,2884.6101,1
71,5,2884.6101,1
56,3,638,1
63,4,1730,1
21,2,197.5,0
27,4,700,0
27,3,1414.2,1
49,3,1200,1
30,4,807.69,1
30,4,750,1
53,5,2307.6899,1
61,4,2884.6101,1
29,3,540,1
47,2,840,1
26,3,480,0
34,3,2610,1
38,2,1891.7,0
51,2,1000,1
30,4,1192,1
56,1,1000,0
31,2,884,1
26,3,597.5,0
65,2,1320,1
25,2,457.60001,1
38,3,800,1
38,3,2019.23,1
67,3,157.5,1
36,3,377.04001,0
72,2,300,1
58,3,1000,1
42,4,440,1
37,2,360,0
52,4,880,1
38,4,2403.8401,1
58,4,692.29999,1
33,5,2884.6101,0
65,2,108,0
71,2,409.84,1
44,2,1080,0
29,4,1826.92,1
34,1,650,1
49,2,960,1
60,3,1080,1
49,5,2500,1
64,3,1750,1
47,3,769.22998,0
23,4,750,0
48,4,2500,1
33,3,660,1
24,1,400,1
23,3,380,0
48,2,580,1
53,5,796.15002,1
45,2,1600,1
48,3,1769.23,1
36,5,2525.5,1
55,4,800,1
27,4,512,0
65,5,198,1
24,2,288.45999,0
34,2,600,0
31,2,853.84003,1
47,2,1080,1
40,2,870,1
36,1,1260,1
37,1,560,1
37,2,820,0
55,4,1826.92,1
23,3,160,0
25,5,769.22998,0
22,2,615,0
26,5,907.69,0
41,3,1730.76,1
26,5,423.07001,1
25,4,1153.84,0
36,1,560,1
37,4,700,0
31,3,673.07001,0
56,1,480.76001,1
38,3,1461.53,1
36,2,1057.6899,1
22,2,500,0
44,4,115.38,1
23,3,317,0
65,3,1000,1
25,4,1250,0
26,5,732.59998,1
54,2,2500,1
28,3,2000,0
36,3,978.75,1
57,5,1250,1
56,5,1015.38,1
23,4,646,0
37,5,115,1
45,2,420,1
45,2,2307,0
22,2,286.75,0
37,2,475,1
54,2,700,1
74,2,1442,0
30,2,690,1
42,1,645,1
34,3,900,1
23,1,400,1
36,2,2137,0
56,5,1826,1
53,4,1769,1
24,3,370.5,0
26,4,769,0
45,4,253.84,1
44,3,200,0
56,3,1692.3,1
42,5,1292.5,1
53,5,2000,1
40,4,2500,1
27,2,640,1
43,4,2000,1
59,3,507,1
33,1,760,1
44,3,2680,1
49,2,1538,1
45,4,2884.6101,1
52,1,200,0
41,3,2884.6101,1
38,4,2884,1
42,3,1801.8,1
65,2,961.53003,1
27,2,1596,1
32,2,1955,0
41,2,1250,1
64,4,1442,1
59,4,1250,0
42,3,2680,1
42,4,865,1
67,5,961.53003,0
43,4,1346.15,1
64,2,1153.84,0
26,3,400,0
46,2,484.5,0
37,4,2500,1
58,1,615,1
43,1,830.76001,1
54,5,2500,1
63,3,480,1
51,3,385,1
48,2,576,1
25,2,1057,0
48,2,853,1
33,4,378.09,0
32,3,900,1
33,5,2884.6101,1
55,5,1442.3,1
57,2,865.38,0
45,3,800,1
28,3,414,0
50,2,1040,1
44,4,2692.3,1
58,4,1634,1
39,5,1153.84,1
55,3,1279,1
51,2,1826.92,1
34,4,788.46002,1
57,2,550,1
57,3,880,1
57,2,1153.84,0
34,2,1597.4301,0
34,2,520,0
27,4,475,1
60,2,1538.46,1
70,4,2769,0
64,1,340,0
53,3,1364,1
64,3,1000,1
48,5,1057,1
61,3,966,1
63,2,216,1
62,2,1200,1
35,2,540,0
61,1,300,0
43,2,2884.6101,1
33,5,1192,1
58,4,846.15002,0
62,2,1203.6,1
40,3,596.15002,0
33,4,600,0
35,2,500,1
55,5,2307.6899,1
39,5,2596.1499,1
28,3,899,1
41,2,1634.61,1
61,4,2596.1499,1
64,3,1520,1
67,5,221.14999,1
58,2,1440,0
25,4,769.22998,0
60,1,450,1
32,4,1442.3,1
39,1,450,1
35,5,1900,1
42,2,1529.41,1
54,2,1923,1
28,2,330,0
45,5,2884.6101,1
42,3,2365.3799,0
26,5,1022.72,0
40,2,1078,1
50,4,1875,1
52,4,1153,1
44,3,1350,1
24,4,1100,1
24,4,1173.0699,0
50,3,852.59998,1
22,2,720,0
23,4,480.76001,0
49,4,1250,1
29,5,2884.6101,0
56,2,1015,1
31,4,750,1
58,4,1538.46,1
28,4,378,0
24,4,2884.6101,0
39,4,2500,1
66,4,230,1
58,2,1880,1
30,3,2680,0
51,2,1080,1
28,3,160.3,0
27,3,865,0
48,2,1038,1
31,5,1269.23,1
27,4,961.53003,0
25,4,1250,0
55,2,220,0
50,2,876,0
30,4,640,1
41,5,1923.0699,1
69,2,240,1
57,3,1000,1
60,2,840,0
48,2,620,0
62,3,1192.3,1
33,4,1192,0
66,3,269,1
61,2,576.91998,0
52,2,2172,1
63,2,250,1
76,5,221,1
53,4,2403.8401,1
61,5,1920,0
54,2,1461,1
54,2,1595.38,1
39,4,1153.84,0
25,3,520,0
22,4,1250,0
34,5,2692.3,1
76,2,152.36,1
48,5,2884.6101,1
48,2,230.75999,0
73,4,500,1
59,2,1000,1
22,2,400,0
54,3,2884.6101,1
35,5,1269.23,1
43,4,2884.6101,1
37,2,700,1
48,3,1105.76,0
49,5,2884.6101,1
55,4,2884.6101,1
56,4,1076,1
21,2,400,0
55,4,2884.6101,1
29,3,750,0
74,1,1153.84,1
40,2,1461,1
22,4,440,0
57,3,900,0
62,4,1244.8,0
57,5,1250,1
53,2,2500,0
40,2,961.53003,1
38,4,2884.6101,1
28,5,600,1
59,4,1634.61,1
23,4,228,0
45,3,620,1
71,4,865,1
51,4,1875,1
46,2,1788,0
25,2,350,0
56,3,1512,0
26,3,760,0
25,2,230.75999,1
55,3,600,0
55,5,2884.6101,1
56,3,228.2,0
63,5,1995.5,1
24,2,400,0
32,3,547.95001,0
48,3,1055.6,1
60,4,961.53003,1
40,2,700,1
44,5,2608.6899,1
45,4,365.38,1
39,2,725,1
27,3,600,0
39,3,1476,1
54,5,2884.6101,1
48,3,2403.8401,0
62,3,618,1
24,4,475,0
23,3,440,0
64,2,950,1
41,4,800,1
31,4,961,0
30,4,507.69,1
48,1,315,0
54,3,1080,1
52,3,1080,1
41,3,865.38,1
49,2,700,1
57,2,900,1
60,3,802.40002,0
75,5,1730,1
36,3,480,0
44,3,400,1
27,4,1692.3,0
47,4,1500,1
65,4,2307.6899,1
60,4,1634,1
65,4,200,1
39,3,946.15002,1
55,5,988.22998,0
42,5,2884.6101,0
51,4,2500,1
56,3,807.69,0
59,1,780,1
38,4,769,1
54,5,2403.8401,1
37,4,2692.3,1
47,5,1442,1
45,5,2884.6101,1
61,3,1259.61,1
50,4,2500,0
53,5,1904.76,1
28,5,1596.15,0
56,2,2403.8401,1
80,2,260,1
60,5,402,1
48,4,800,0
48,4,2884.6101,1
35,3,769.22998,0
51,3,1076.92,1
27,4,1826.92,0
58,2,1115.38,0
61,3,1080,1
44,5,2500,1
55,4,120,1
49,3,676,0
44,3,660,1
54,2,380,0
40,3,540,1
62,3,640,1
47,3,540,0
24,4,480,0
32,4,2884.6101,0
58,3,244.8,1
36,2,1442.3,1
40,4,1000,1
43,3,596.40002,1
26,4,961.53003,1
55,4,732.79999,1
25,4,250,0
26,2,380,0
55,4,1211.53,1
59,2,1384.35,1
48,3,1230.76,0
23,2,536.25,0
57,5,1250,1
31,2,1615.38,1
59,4,1076,1
28,5,1442,0
72,5,692.29999,0
35,4,2884,1
49,4,425.20001,0
34,3,1336,1
58,5,961.53003,1
49,2,865.38,1
29,1,600,1
31,5,806,1
62,2,1153.84,1
55,3,2307.6899,1
35,4,1200,1
45,3,665,1
21,3,156,0
67,1,1065.5,1
62,3,1000,1
28,2,2884.6101,1
26,4,115.38,1
46,2,1400,1
46,3,612,1
23,3,2184,1
51,1,440,1
35,2,484.5,1
41,3,1815,1
53,3,1255,0
36,4,1846.15,1
42,3,800,0
42,2,770,0
26,2,320,0
42,2,1055.6,0
35,4,1846,1
24,2,730,0
23,1,340,0
49,2,1400,0
56,2,802.40002,0
44,3,500,0
31,5,1461.53,0
46,2,1650,1
62,3,880,1
46,1,150,1
63,2,220,1
62,3,2307.6899,1
33,3,1555.55,1
37,4,1192.3,0
56,4,1923.0699,1
39,3,500,0
52,4,365,1
65,3,961.53003,1
26,2,423.07001,0
26,2,802.79999,1
21,2,600,0
46,2,500,0
53,2,770,1
25,3,122.25,0
32,4,2423.0701,0
26,2,440,0
39,2,1055.6,1
34,1,650,0
29,2,550,1
32,3,2000,0
27,4,900,0
25,1,380,1
21,1,686.25,0
46,2,1153.84,1
47,2,500,0
40,4,1000,0
37,4,1038,0
38,2,1100,1
63,5,1250,1
55,1,207,1
37,3,1290,1
34,3,576.91998,1
36,2,400,0
26,4,578.84003,0
46,3,750,0
34,3,1000,1
46,3,304.79999,1
61,5,1250,1
39,3,730.5,1
44,2,700,1
43,3,1233.55,0
43,4,2115.3799,1
60,4,1057,1
60,3,1000,0
48,5,1730.76,0
55,4,1250,1
59,4,2542.5,1
24,4,498.5,0
33,1,500,0
25,2,350,0
61,2,153,1
32,1,600,0
52,4,2584.6101,1
26,2,2884.6101,0
62,4,1920,0
54,2,1600,1
36,2,720,1
61,2,1800,1
62,3,280,1
47,4,1153.84,1
61,3,1040,1
59,4,2307,0
70,3,1200,1
25,3,400,0
51,2,1000,1
34,3,230,1
51,2,391.25,1
28,5,842.5,1
51,2,1484.8,1
51,2,1346.15,0
45,3,936,1
39,4,769.22998,0
28,4,1550,1
25,2,384.60999,0
66,4,255,0
50,4,2884.6101,1
69,3,192.3,0
37,3,800,0
70,3,700,1
37,2,730.76001,1
76,1,580.5,1
36,5,865.38,1
48,3,800,0
25,4,1153,1
22,2,769.22998,1
22,2,369,0
34,2,615.38,0
27,2,961.53003,1
23,2,728,1
61,4,1211.53,1
56,2,2884.6101,1
59,5,2884,1
26,4,1057.6899,0
24,4,1538,0
24,4,1538,0
25,4,692,0
39,3,780,1
60,5,1115.38,0
76,3,900,1
63,5,1923.0699,0
69,3,593.20001,0
37,3,2115.3799,1
33,4,775,1
68,2,961.53003,0
59,1,116,0
29,4,136,0
45,4,2884.6101,1
40,3,1500,1
44,5,742,1
50,2,660,1
43,2,1600,1
47,2,820,0
40,3,700,0
47,2,873.78003,1
59,2,440,1
51,2,1000,0
44,2,1538,0
38,4,1634.61,1
49,2,880,1
34,4,784.60999,1
32,3,593.75,1
65,3,324,0
40,2,715,1
30,5,1250,1
43,2,219.2,1
60,2,440,1
57,3,288.45999,0
47,2,884.60999,1
28,5,1153,1
41,4,1538.46,0
47,3,1153.84,1
44,2,769.22998,1
23,4,170,0
44,2,400,1
30,3,1384.61,1
36,3,1538.46,1
24,4,682.09998,0
49,4,1538,1
28,5,1153,0
52,5,2884.6101,1
35,4,1153.84,0
22,3,300,0
32,4,961.53003,1
49,2,2692,0
30,3,912,1
51,3,1057.6899,0
49,4,1346.15,0
21,3,484.79999,0
59,2,800,1
39,4,2884,1
67,3,516,1
39,3,400,0
38,4,1240,1
49,1,100,0
23,1,400,0
58,2,480.76001,1
23,4,673.07001,0
49,2,923,1
53,3,1255,1
39,2,576.91998,1
61,3,1080,1
53,3,400,1
46,1,549.22998,1
45,3,225,0
26,2,540,0
60,3,961.53003,1
44,2,360,0
25,1,256,0
43,2,855,1
57,4,2884,0
24,2,400,0
52,2,673.07001,1
72,5,961.53003,1
37,2,600,1
55,4,1115,1
53,4,2192.3,1
54,4,1307,0
49,5,1580,1
60,4,1346.15,0
30,5,775,0
65,3,1115,1
46,2,1000,1
35,3,1342.4,0
48,3,1300,1
45,2,724,0
44,4,2884.6101,0
39,2,1076,1
43,4,884,1
32,3,420,0
38,3,500,1
36,5,692.29999,0
33,4,775,1
36,4,2500,0
45,2,1300,1
60,3,800,0
22,2,731,0
25,2,1250,0
30,3,625,0
70,5,250,1
30,4,1153.84,1
23,2,145.38,0
23,2,631,0
40,2,1200,1
65,5,1153,1
50,4,1884.61,1
50,3,1250,1
47,5,1730,1
25,4,1807.6899,0
28,4,1000,0
31,1,1000,1
32,4,553,0
46,3,1423.3,1
36,4,2538,1
64,5,2692.3,1
42,3,1902.48,1
26,4,600,1
29,4,1807,0
41,4,1346.15,1
50,5,2045,1
45,3,1653.84,1
27,3,320,1
30,3,320,0
72,2,315,1
66,2,246,1
64,1,300,1
29,4,900,0
29,3,634.25,0
37,4,750,1
54,2,1634.61,1
47,4,1500,1
32,2,600,1
